time_stamp,frame,x,y,z,yaw,pitch,roll,vx,vy,vz,speed_mps,speed_kmh,throttle,steer,brake,reverse,gear,collision_impulse,collision_with,lane_invasion,weather_cloud,weather_rain,weather_wetness,weather_fog
71.61079223174602,4239,14.178970336914062,302.5845947265625,0.2217174470424652,0.49957093596458435,0.029397131875157356,0.044508080929517746,8.006734848022461,-0.12712469696998596,9.963035699911416e-05,8.007743978490021,28.827878322564075,0.6481856107711792,-0.09314267337322235,0.0,False,1,0.0,,NONE,5.0,0.0,0.0,2.0
71.65819634217769,4240,14.562152862548828,302.57977294921875,0.2217283993959427,0.07445704936981201,0.03061973676085472,0.04961260035634041,8.134248733520508,-0.17265819013118744,0.00039140699664130807,8.136080964604446,29.289891472576006,0.6122533082962036,-0.05370890721678734,0.0,False,1,0.0,,NONE,5.0,0.0,0.0,2.0
71.70847652945668,4241,14.976411819458008,302.5738220214844,0.22172294557094574,-0.2925414741039276,0.03305128216743469,0.0401948019862175,8.315523147583008,-0.16186150908470154,-1.7576217942405492e-05,8.317098314100953,29.94155393076343,0.6434973478317261,-0.025699833407998085,0.0,False,1,0.0,,NONE,5.0,0.0,0.0,2.0
71.75362525973469,4242,15.35548210144043,302.56787109375,0.2217065393924713,-0.5491942167282104,0.034711018204689026,0.03281668573617935,8.445080757141113,-0.17154979705810547,-0.00020903587574139237,8.446822975012664,30.40856271004559,0.6529083847999573,-0.022993391379714012,0.0,False,1,0.0,,NONE,5.0,0.0,0.0,2.0
71.80195463169366,4243,15.766796112060547,302.5585632324219,0.22170333564281464,-0.8303527235984802,0.03432169929146767,0.03705744445323944,8.549580574035645,-0.25765466690063477,8.296966370835435e-06,8.553462101358267,30.79246356488976,0.5295083522796631,-0.04839076101779938,0.0,False,1,0.0,,NONE,5.0,0.0,0.0,2.0
71.85042049083859,4244,16.18388557434082,302.54656982421875,0.22171920537948608,-1.200500249862671,0.032655131071805954,0.04024963453412056,8.641419410705566,-0.315177857875824,0.000156202309881337,8.647165231346818,31.129794832848546,0.5449724197387695,-0.04351693019270897,0.0,False,1,0.0,,NONE,5.0,0.0,0.0,2.0
71.90247928444296,4245,16.63779067993164,302.5314025878906,0.2217286229133606,-1.534454345703125,0.03186282888054848,0.03699124604463577,8.772634506225586,-0.3416915833950043,5.0449370974092744e-06,8.77928637863057,31.605430963070052,0.5515342950820923,-0.029077405110001564,0.0,False,1,0.0,,NONE,5.0,0.0,0.0,2.0
71.9546376960352,4246,17.099082946777344,302.51812744140625,0.22171680629253387,-1.6257628202438354,0.03132324665784836,0.013856216333806515,8.891813278198242,-0.2253207415342331,-0.0005859661032445729,8.894667680934706,32.02080365136494,0.5459479689598083,0.02691728249192238,0.0,False,1,0.0,,NONE,5.0,0.0,0.0,2.0
72.00465461332351,4247,17.547245025634766,302.5081481933594,0.22168254852294922,-1.512145757675171,0.03082464262843132,-0.0028991694562137127,9.012113571166992,-0.16574512422084808,-0.0007444762741215527,9.013637613087193,32.449095407113894,0.6484163403511047,0.02691728249192238,0.0,False,1,0.0,,NONE,5.0,0.0,0.0,2.0
72.0582466693595,4248,18.033849716186523,302.49822998046875,0.22166964411735535,-1.3724365234375,0.030271396040916443,-0.005676268599927425,9.125904083251953,-0.170488640666008,-0.00014252662367653102,9.127496465823729,32.85898727696542,0.5912923812866211,0.01021962333470583,0.0,False,1,0.0,,NONE,5.0,0.0,0.0,2.0
