time_stamp,frame,x,y,z,yaw,pitch,roll,vx,vy,vz,speed_mps,speed_kmh,throttle,steer,brake,reverse,gear,collision_impulse,collision_with,lane_invasion,weather_cloud,weather_rain,weather_wetness,weather_fog
53.277819142793305,2917,-4.007286071777344,264.5304870605469,0.2219443917274475,-83.62767028808594,0.0020695473067462444,-0.0010986328125,1.1399601697921753,-13.734222412109375,-0.0026482963003218174,13.781450630012552,49.613222268045185,0.3601799011230469,-0.1653764545917511,0.0,False,1,0.0,,NONE,5.0,0.0,0.0,2.0
53.311332558398135,2918,-3.97123122215271,264.07159423828125,0.22190798819065094,-84.51190185546875,-0.0007308301865123212,0.05574098601937294,0.7981255054473877,-13.68504810333252,-0.00037516592419706285,13.70830208500382,49.34988750601376,0.1273016333580017,-0.6838370561599731,0.0,False,1,0.0,,NONE,5.0,0.0,0.0,2.0
53.35392330319155,2919,-3.9419736862182617,263.49298095703125,0.22200976312160492,-86.19293212890625,-0.007506377529352903,0.13874128460884094,0.23588241636753082,-13.54007339477539,0.0024394034408032894,13.542128119352029,48.751661229667306,0.2892966568470001,-0.5268021821975708,0.0,False,1,0.0,,NONE,5.0,0.0,0.0,2.0
53.39333718002308,2920,-3.931267499923706,262.9624328613281,0.22217193245887756,-88.08190155029297,-0.01299784891307354,0.19273705780506134,-0.09578391164541245,-13.451071739196777,0.003452415345236659,13.45141321236992,48.42508756453171,0.6680692434310913,-0.09023444354534149,0.0,False,1,0.0,,NONE,5.0,0.0,0.0,2.0
53.434772976790555,2921,-3.926255702972412,262.4061279296875,0.2222803831100464,-89.68963623046875,-0.014158980920910835,0.18048027157783508,-0.106121726334095,-13.42191219329834,0.0015543651534244418,13.422331807903639,48.3203945084531,0.6197939515113831,-0.037294961512088776,0.0,False,1,0.0,,NONE,5.0,0.0,0.0,2.0
53.47396320954431,2922,-3.9248623847961426,261.8802185058594,0.2222907543182373,-90.68651580810547,-0.013154943473637104,0.15284988284111023,-0.13712283968925476,-13.421553611755371,-0.00015184402582235634,13.422254059935115,48.320114615766414,0.7115973234176636,-0.02245112881064415,0.0,False,1,0.0,,NONE,5.0,0.0,0.0,2.0
53.51438485935796,2923,-3.9268765449523926,261.337158203125,0.22224730253219604,-91.31106567382812,-0.010620943270623684,0.129172682762146,-0.1572147160768509,-13.439167022705078,-0.0009493541438132524,13.440086593187862,48.3843117354763,0.439940869808197,0.0045606959611177444,0.0,False,1,0.0,,NONE,5.0,0.0,0.0,2.0
53.55279846594203,2924,-3.930467128753662,260.82080078125,0.22218626737594604,-91.54463958740234,-0.008305509574711323,0.10253419727087021,-0.1226944550871849,-13.43830394744873,-0.001395645085722208,13.43886412094231,48.379910835392316,0.3397018313407898,0.03870905563235283,0.0,False,1,0.0,,NONE,5.0,0.0,0.0,2.0
53.59287707239855,2925,-3.935398817062378,260.2825927734375,0.2221202850341797,-91.54766082763672,-0.007048754952847958,0.08278840035200119,-0.12967534363269806,-13.42113971710205,-0.0014181851875036955,13.42176624040106,48.31835846544382,0.38471755385398865,0.029180610552430153,0.0,False,1,0.0,,NONE,5.0,0.0,0.0,2.0
53.63068902597297,2926,-3.9409353733062744,259.775634765625,0.22206756472587585,-91.42572784423828,-0.006652603857219219,0.06763552874326706,-0.12944674491882324,-13.398268699645996,-0.0012533855624496937,13.398894065506267,48.23601863582256,0.41227298974990845,0.029180610552430153,0.0,False,1,0.0,,NONE,5.0,0.0,0.0,2.0
53.66980116174091,2927,-3.9474551677703857,259.252197265625,0.22202418744564056,-91.26333618164062,-0.0065638115629553795,0.05754246562719345,-0.1498240828514099,-13.375364303588867,-0.0009665870456956327,13.376203439085849,48.15433238070906,0.47366470098495483,0.01704001985490322,0.0,False,1,0.0,,NONE,5.0,0.0,0.0,2.0
53.71159827813972,2928,-3.9584429264068604,258.6941223144531,0.22200427949428558,-91.2814712524414,-0.006898490712046623,0.07024018466472626,-0.3380691707134247,-13.333019256591797,-0.00011429786536609754,13.337304573034935,48.01429646292576,0.23863264918327332,-0.0581897497177124,0.0,False,1,0.0,,NONE,5.0,0.0,0.0,2.0
53.74984226480592,2929,-3.9734010696411133,258.1855163574219,0.2220236212015152,-91.52742767333984,-0.008148415014147758,0.08532029390335083,-0.4749421179294586,-13.27662181854248,0.0005137633997946978,13.285114120395594,47.82641083342414,0.30482035875320435,-0.0581897497177124,0.0,False,1,0.0,,NONE,5.0,0.0,0.0,2.0
53.786706187878735,2930,-3.9931695461273193,257.6976623535156,0.22206199169158936,-91.97589111328125,-0.009978906251490116,0.10501004755496979,-0.6843830943107605,-13.205005645751953,0.0009243201930075884,13.222728734209408,47.60182344315387,0.4477373957633972,-0.10853593796491623,0.0,False,1,0.0,,NONE,5.0,0.0,0.0,2.0
53.8293715614127,2931,-4.022302150726318,257.1356506347656,0.22211425006389618,-92.65609741210938,-0.011447396129369736,0.11800333112478256,-0.834457278251648,-13.148212432861328,0.0009751892066560686,13.174665463679537,47.428795669246334,0.4809338450431824,-0.07726689428091049,0.0,False,1,0.0,,NONE,5.0,0.0,0.0,2.0
53.87021993577946,2932,-4.052824020385742,256.59918212890625,0.22213928401470184,-93.20281982421875,-0.011747924610972404,0.1057066023349762,-0.8271864652633667,-13.115583419799805,0.00019607543072197586,13.141642436487457,47.309912771354846,0.40109172463417053,-0.017912758514285088,0.0,False,1,0.0,,NONE,5.0,0.0,0.0,2.0
53.91201152384747,2933,-4.085648536682129,256.0517272949219,0.22212867438793182,-93.59477233886719,-0.011536188423633575,0.09014561027288437,-0.8575217127799988,-13.085004806518555,-0.0004332256212364882,13.113073417860027,47.2070643042961,0.7268322706222534,-0.017912758514285088,0.0,False,1,0.0,,NONE,5.0,0.0,0.0,2.0
53.95500715926755,2934,-4.122121810913086,255.48907470703125,0.22209712862968445,-93.91069793701172,-0.010040377266705036,0.0813165083527565,-0.9175620079040527,-13.087787628173828,-0.0005322170327417552,13.119912550081414,47.23168518029309,0.7507060170173645,-0.020667655393481255,0.0,False,1,0.0,,NONE,5.0,0.0,0.0,2.0
53.99351429298986,2935,-4.157389163970947,254.98419189453125,0.222060427069664,-94.15677642822266,-0.006959962192922831,0.07663378864526749,-0.9763036966323853,-13.123724937438965,-0.00044453618465922773,13.15998956455619,47.37596243240228,0.7554541826248169,-0.020667655393481255,0.0,False,1,0.0,,NONE,5.0,0.0,0.0,2.0
